id1,id2,score
garlic,lemon,0.0
garlic,olive_oil,0.0
garlic,pepper,0.09090909090909091
garlic,spinach,0.18181818181818182
lemon,olive_oil,0.0
lemon,pepper,0.09090909090909091
lemon,spinach,0.18181818181818182
olive_oil,pepper,0.0
olive_oil,spinach,0.0
pepper,spinach,0.09090909090909091
parmesan_cheese,olive_oil,0.0
parmesan_cheese,spinach,0.0
olive_oil,spinach,0.0
garlic,lemon,0.0
garlic,olive_oil,0.0
garlic,pepper,0.09090909090909091
garlic,red_bell_pepper,0.18181818181818182
garlic,spinach,0.18181818181818182
lemon,olive_oil,0.0
lemon,pepper,0.09090909090909091
lemon,red_bell_pepper,0.18181818181818182
lemon,spinach,0.18181818181818182
olive_oil,pepper,0.0
olive_oil,red_bell_pepper,0.0
olive_oil,spinach,0.0
pepper,red_bell_pepper,0.09090909090909091
pepper,spinach,0.09090909090909091
red_bell_pepper,spinach,0.18181818181818182
garlic,olive_oil,0.0
garlic,spinach,0.18181818181818182
olive_oil,spinach,0.0
mustard,lettuce,0.18181818181818182
mustard,flour,0.18181818181818182
mustard,corn_oil,0.0
mustard,egg_roll,0.0
mustard,capers,0.09090909090909091
mustard,garden_onion,0.0
mustard,catfish,0.0
mustard,eggs,0.18181818181818182
mustard,vinegar,0.0
mustard,garden_tomato,0.18181818181818182
mustard,wheat_bread,0.18181818181818182
mustard,pepper,0.09090909090909091
mustard,dill,0.18181818181818182
mustard,fish_oil,0.0
lettuce,flour,0.18181818181818182
lettuce,corn_oil,0.0
lettuce,egg_roll,0.18181818181818182
lettuce,capers,0.09090909090909091
lettuce,garden_onion,0.0
lettuce,catfish,0.18181818181818182
lettuce,eggs,0.18181818181818182
lettuce,vinegar,0.09090909090909091
lettuce,garden_tomato,0.18181818181818182
lettuce,wheat_bread,0.18181818181818182
lettuce,pepper,0.09090909090909091
lettuce,dill,0.18181818181818182
lettuce,fish_oil,0.0
flour,corn_oil,0.0
flour,egg_roll,0.0
flour,capers,0.09090909090909091
flour,garden_onion,0.0
flour,catfish,0.0
flour,eggs,0.18181818181818182
flour,vinegar,0.0
flour,garden_tomato,0.18181818181818182
flour,wheat_bread,0.18181818181818182
flour,pepper,0.09090909090909091
flour,dill,0.18181818181818182
flour,fish_oil,0.0
corn_oil,egg_roll,0.0
corn_oil,capers,0.0
corn_oil,garden_onion,0.0
corn_oil,catfish,0.0
corn_oil,eggs,0.0
corn_oil,vinegar,0.0
corn_oil,garden_tomato,0.0
corn_oil,wheat_bread,0.0
corn_oil,pepper,0.0
corn_oil,dill,0.0
corn_oil,fish_oil,0.0
egg_roll,capers,0.0
egg_roll,garden_onion,0.18181818181818182
egg_roll,catfish,0.18181818181818182
egg_roll,eggs,0.18181818181818182
egg_roll,vinegar,0.09090909090909091
egg_roll,garden_tomato,0.18181818181818182
egg_roll,wheat_bread,0.18181818181818182
egg_roll,pepper,0.09090909090909091
egg_roll,dill,0.0
egg_roll,fish_oil,0.0
capers,capers,0.18181818181818182
capers,garden_onion,0.0
capers,catfish,0.0
capers,eggs,0.09090909090909091
capers,vinegar,0.09090909090909091
capers,garden_tomato,0.09090909090909091
capers,wheat_bread,0.09090909090909091
capers,pepper,0.09090909090909091
capers,dill,0.09090909090909091
capers,fish_oil,0.0
garden_onion,catfish,0.18181818181818182
garden_onion,eggs,0.18181818181818182
garden_onion,vinegar,0.0
garden_onion,garden_tomato,0.18181818181818182
garden_onion,wheat_bread,0.18181818181818182
garden_onion,pepper,0.09090909090909091
garden_onion,dill,0.0
garden_onion,fish_oil,0.0
catfish,eggs,0.18181818181818182
catfish,vinegar,0.0
catfish,garden_tomato,0.18181818181818182
catfish,wheat_bread,0.18181818181818182
catfish,pepper,0.09090909090909091
catfish,dill,0.0
catfish,fish_oil,0.0
eggs,vinegar,0.0
eggs,garden_tomato,0.18181818181818182
eggs,wheat_bread,0.18181818181818182
eggs,pepper,0.09090909090909091
eggs,dill,0.18181818181818182
eggs,fish_oil,0.0
vinegar,garden_tomato,0.09090909090909091
vinegar,wheat_bread,0.09090909090909091
vinegar,pepper,0.09090909090909091
vinegar,dill,0.0
vinegar,fish_oil,0.0
garden_tomato,wheat_bread,0.18181818181818182
garden_tomato,pepper,0.09090909090909091
garden_tomato,dill,0.18181818181818182
garden_tomato,fish_oil,0.0
wheat_bread,pepper,0.09090909090909091
wheat_bread,wheat_bread,0.6363636363636362
wheat_bread,dill,0.18181818181818182
wheat_bread,fish_oil,0.09090909090909091
pepper,wheat_bread,0.09090909090909091
pepper,dill,0.09090909090909091
pepper,fish_oil,0.09090909090909091
dill,fish_oil,0.0
corn_oil,flour,0.0
corn_oil,egg_roll,0.0
corn_oil,parsley,0.0
corn_oil,mustard,0.0
corn_oil,white_sucker,0.0
corn_oil,wheat_bread,0.0
corn_oil,lemon,0.0
corn_oil,spread,0.0
corn_oil,dill,0.0
corn_oil,pepper__spice_,0.0
corn_oil,capers,0.0
corn_oil,meringue,0.0
corn_oil,processed_cheese,0.0
corn_oil,vinegar,0.0
