id1,id2,score
garlic,lemon,0.23477954743091123
garlic,olive_oil,0.23477954743091123
garlic,pepper,0.7314165309467546
garlic,salt,0.23477954743091123
garlic,spinach,0.5746527872570615
lemon,olive_oil,0.23477954743091123
lemon,pepper,0.6076642451858314
lemon,salt,0.23477954743091123
lemon,spinach,0.4135466682651927
olive_oil,pepper,0.23477954743091123
olive_oil,salt,0.23477954743091123
olive_oil,spinach,0.23477954743091123
pepper,salt,0.23477954743091123
pepper,spinach,0.5105831108315569
salt,spinach,0.23477954743091123
parmesan_cheese,salt,0.23477954743091123
parmesan_cheese,olive_oil,0.23477954743091123
parmesan_cheese,spinach,0.23477954743091123
salt,olive_oil,0.23477954743091123
salt,spinach,0.23477954743091123
olive_oil,spinach,0.23477954743091123
garlic,lemon,0.23477954743091123
garlic,olive_oil,0.23477954743091123
garlic,pepper,0.7314165309467546
garlic,salt,0.23477954743091123
garlic,red_bell_pepper,0.18871584073504682
garlic,spinach,0.5746527872570615
lemon,olive_oil,0.23477954743091123
lemon,pepper,0.6076642451858314
lemon,salt,0.23477954743091123
lemon,red_bell_pepper,0.2368781909731334
lemon,spinach,0.4135466682651927
olive_oil,pepper,0.23477954743091123
olive_oil,salt,0.23477954743091123
olive_oil,red_bell_pepper,0.23477954743091123
olive_oil,spinach,0.23477954743091123
pepper,salt,0.23477954743091123
pepper,red_bell_pepper,0.30275982474355934
pepper,spinach,0.5105831108315569
salt,red_bell_pepper,0.23477954743091123
salt,spinach,0.23477954743091123
red_bell_pepper,spinach,0.4112982605758375
garlic,olive_oil,0.23477954743091123
garlic,spinach,0.5746527872570615
olive_oil,spinach,0.23477954743091123
mustard,lettuce,0.625346862363175
mustard,flour,0.5359954963544147
mustard,corn_oil,0.23477954743091123
mustard,egg_roll,0.23477954743091123
mustard,capers,0.6221698918944709
mustard,garden_onion,0.23477954743091123
mustard,catfish,0.23477954743091123
mustard,eggs,0.4787968007970189
mustard,vinegar,0.23477954743091123
mustard,garden_tomato,0.35156517517759184
mustard,wheat_bread,0.2903474634027461
mustard,pepper,0.638422803548874
mustard,salt,0.23477954743091123
mustard,dill,0.6994629820792799
mustard,fish_oil,0.23477954743091123
lettuce,flour,0.3128667244696711
lettuce,corn_oil,0.23477954743091123
lettuce,egg_roll,0.4851597763088814
lettuce,capers,0.7795595397886792
lettuce,garden_onion,0.23477954743091123
lettuce,catfish,0.5330961570020374
lettuce,eggs,0.4142812790579088
lettuce,vinegar,0.4052989792888013
lettuce,garden_tomato,0.5332671137120857
lettuce,wheat_bread,0.42121575419979906
lettuce,pepper,0.49571881967226644
lettuce,salt,0.23477954743091123
lettuce,dill,0.6790763901028032
lettuce,fish_oil,0.23477954743091123
flour,corn_oil,0.23477954743091123
flour,egg_roll,0.23477954743091123
flour,capers,0.3381566038503478
flour,garden_onion,0.23477954743091123
flour,catfish,0.23477954743091123
flour,eggs,0.5990379723562878
flour,vinegar,0.23477954743091123
flour,garden_tomato,0.2085954744878052
flour,wheat_bread,0.23944725618540144
flour,pepper,0.5283299423983361
flour,salt,0.23477954743091123
flour,dill,0.40836609472893576
flour,fish_oil,0.23477954743091123
corn_oil,egg_roll,0.23477954743091123
corn_oil,capers,0.23477954743091123
corn_oil,garden_onion,0.23477954743091123
corn_oil,catfish,0.23477954743091123
corn_oil,eggs,0.23477954743091123
corn_oil,vinegar,0.23477954743091123
corn_oil,garden_tomato,0.23477954743091123
corn_oil,wheat_bread,0.23477954743091123
corn_oil,pepper,0.23477954743091123
corn_oil,salt,0.23477954743091123
corn_oil,dill,0.23477954743091123
corn_oil,fish_oil,0.23477954743091123
egg_roll,capers,0.23477954743091123
egg_roll,garden_onion,0.8910943608371387
egg_roll,catfish,0.5637018493399846
egg_roll,eggs,0.31089846649697434
egg_roll,vinegar,0.30570467611783597
egg_roll,garden_tomato,0.8785874255653753
egg_roll,wheat_bread,0.8916296029908546
egg_roll,pepper,0.30816529402885556
egg_roll,salt,0.23477954743091123
egg_roll,dill,0.23477954743091123
egg_roll,fish_oil,0.23477954743091123
capers,capers,0.9999999999999999
capers,garden_onion,0.23477954743091123
capers,catfish,0.23477954743091123
capers,eggs,0.3851625151241858
capers,vinegar,0.5400460933595645
capers,garden_tomato,0.5793845494981616
capers,wheat_bread,0.458170422036017
capers,pepper,0.5481941797261667
capers,salt,0.23477954743091123
capers,dill,0.7524933430497676
capers,fish_oil,0.23477954743091123
garden_onion,catfish,0.5828086155872183
garden_onion,eggs,0.269023387396728
garden_onion,vinegar,0.23477954743091123
garden_onion,garden_tomato,0.9198056274940035
garden_onion,wheat_bread,0.8888836566695582
garden_onion,pepper,0.27109073899891317
garden_onion,salt,0.23477954743091123
garden_onion,dill,0.23477954743091123
garden_onion,fish_oil,0.23477954743091123
catfish,eggs,0.3810390338935319
catfish,vinegar,0.23477954743091123
catfish,garden_tomato,0.5738163650052077
catfish,wheat_bread,0.5255519380657874
catfish,pepper,0.33686938215982715
catfish,salt,0.23477954743091123
catfish,dill,0.23477954743091123
catfish,fish_oil,0.23477954743091123
eggs,vinegar,0.23477954743091123
eggs,garden_tomato,0.217305250652718
eggs,wheat_bread,0.27920384484731064
eggs,pepper,0.5460466911604831
eggs,salt,0.23477954743091123
eggs,dill,0.5609156912708415
eggs,fish_oil,0.23477954743091123
vinegar,garden_tomato,0.2776452546862012
vinegar,wheat_bread,0.24039173763921998
vinegar,pepper,0.6328471504008005
vinegar,salt,0.23477954743091123
vinegar,dill,0.23477954743091123
vinegar,fish_oil,0.23477954743091123
garden_tomato,wheat_bread,0.9136272417185155
garden_tomato,pepper,0.2844027406049618
garden_tomato,salt,0.23477954743091123
garden_tomato,dill,0.48481607684753103
garden_tomato,fish_oil,0.23477954743091123
wheat_bread,pepper,0.20485751303064118
wheat_bread,salt,0.23477954743091123
wheat_bread,wheat_bread,0.9999999999999999
wheat_bread,dill,0.45408145826313306
wheat_bread,fish_oil,0.814761858394587
pepper,salt,0.23477954743091123
pepper,wheat_bread,0.20485751303064118
pepper,dill,0.6022408339726941
pepper,fish_oil,0.31730406089401675
salt,wheat_bread,0.23477954743091123
salt,dill,0.23477954743091123
salt,fish_oil,0.23477954743091123
